"unigram","bigram","freq"
"of","women",32
"on","at",32
"out","all",32
"over","and",32
"over","to",32
"people","with",32
"pm","at",32
"salt","and",32
"see","if",32
"series","of",32
"still","on",32
"supposed","to",32
"taken","by",32
"that","doesnt",32
"that","our",32
"the","common",32
"the","feet",32
"the","heat",32
"things","i",32
"this","place",32
"this","way",32
"to","connect",32
"too","i",32
"was","about",32
"was","fun",32
"was","no",32
"way","you",32
"were","you",32
"whats","your",32
"world","of",32
"world","the",32
"you","babe",32
"youre","in",32
"about","minutes",31
"and","be",31
"answer","to",31
"are","available",31
"are","they",31
"as","she",31
"before","but",31
"can","give",31
"choose","the",31
"college","football",31
"come","hang",31
"do","they",31
"drinking","and",31
"even","a",31
"everyone","who",31
"for","every",31
"going","for",31
"great","deal",31
"having","an",31
"he","didnt",31
"he","got",31
"how","you",31
"i","finally",31
"i","lost",31
"i","prefer",31
"in","and",31
"in","in",31
"in","place",31
"instead","of",31
"is","currently",31
"is","making",31
"its","just",31
"ive","never",31
"job","i",31
"just","saw",31
"know","about",31
"light","of",31
"list","for",31
"miss","it",31
"most","important",31
"much","in",31
"my","daughter",31
"my","sister",31
"nothing","to",31
"now","on",31
"now","you",31
"on","you",31
"our","fans",31
"paying","for",31
"place","to",31
"rt","is",31
"so","the",31
"so","to",31
"something","that",31
"thanks","so",31
"that","too",31
"the","average",31
"the","church",31
"the","face",31
"the","fuck",31
"the","fucking",31
"the","link",31
"the","moment",31
"the","pain",31
"them","the",31
"they","werent",31
"this","summer",31
"time","before",31
"time","but",31
"to","practice",31
"to","some",31
"to","vegas",31
"type","of",31
"u","can",31
"up","my",31
"up","there",31
"using","the",31
"was","still",31
"we","want",31
"where","you",31
"who","had",31
"yes","but",31
"you","keep",31
"you","this",31
"your","world",31
"a","fan",30
"a","need",30
"a","relationship",30
"a","try",30
"ago","i",30
"agree","with",30
"also","the",30
"and","put",30
"back","from",30
"back","now",30
"be","doing",30
"boy","with",30
"build","a",30
"but","didnt",30
"came","out",30
"can","we",30
"carolina","attractions",30
"chapter","of",30
"course","the",30
"early","s",30
"ever","come",30
"excited","about",30
"find","myself",30
"first","season",30
"for","life",30
"friends","and",30
"gaston","south",30
"good","time",30
"groups","but",30
"have","another",30
"have","not",30
"he","does",30
"home","at",30
"hop","on",30
"human","rights",30
"i","bet",30
"im","glad",30
"in","such",30
"in","two",30
"increase","in",30
"is","another",30
"is","from",30
"it","before",30
"it","it",30
"its","time",30
"ive","done",30
"june","th",30
"just","cant",30
"later","this",30
"little","more",30
"me","all",30
"me","back",30
"much","as",30
"my","other",30
"needed","that",30
"note","that",30
"of","love",30
"on","with",30
"opportunity","to",30
"problem","is",30
"said","she",30
"school","and",30
"so","good",30
"some","good",30
"spread","the",30
"state","of",30
"stories","of",30
"text","you",30
"that","will",30
"the","death",30
"the","fans",30
"the","gaston",30
"the","north",30
"the","office",30
"there","a",30
"time","at",30
"time","when",30
"to","add",30
"to","reveal",30
"to","run",30
"u","do",30
"us","at",30
"very","special",30
"we","must",30
"well","get",30
"were","not",30
"weve","been",30
"who","would",30
"win","the",30
"worked","on",30
"would","never",30
"you","must",30
"you","you",30
"your","plans",30
"a","life",29
"a","living",29
"about","how",29
"about","you",29
"against","it",29
"always","thought",29
"an","ipad",29
"and","find",29
"and","may",29
"and","perhaps",29
"and","still",29
"and","what",29
"apparently","i",29
"are","still",29
"as","far",29
"as","for",29
"as","long",29
"at","our",29
"at","work",29
"back","at",29
"be","released",29
"book","i",29
"but","as",29
"coming","back",29
"do","all",29
"do","something",29
"do","when",29
"does","it",29
"down","and",29
"each","year",29
"end","up",29
"far","as",29
"far","too",29
"feel","that",29
"find","that",29
"for","almost",29
"for","two",29
"get","that",29
"has","it",29
"has","never",29
"have","something",29
"he","knew",29
"his","first",29
"i","gave",29
"if","youve",29
"im","free",29
"im","the",29
"in","he",29
"in","november",29
"is","obviously",29
"it","be",29
"just","been",29
"leads","to",29
"let","it",29
"long","as",29
"looking","to",29
"mad","at",29
"me","for",29
"me","im",29
"me","when",29
"mean","you",29
"member","of",29
"members","of",29
"messed","up",29
"my","eyes",29
"my","favorites",29
"new","to",29
"no","better",29
"not","in",29
"of","town",29
"of","two",29
"off","and",29
"on","i",29
"once","and",29
"out","i",29
"person","and",29
"pieces","of",29
"places","to",29
"privilege","of",29
"said","i",29
"said","that",29
"saw","a",29
"say","what",29
"see","them",29
"should","not",29
"showed","up",29
"since","he",29
"so","cool",29
"stay","tuned",29
"steve","jobs",29
"sure","he",29
"than","what",29
"that","jesus",29
"the","blog",29
"the","free",29
"the","outside",29
"the","retweet",29
"the","summer",29
"the","tv",29
"the","woman",29
"them","but",29
"then","she",29
"this","but",29
"to","catch",29
"to","seek",29
"to","trust",29
"too","bad",29
"u","been",29
"us","with",29
"watching","my",29
"way","i",29
"we","did",29
"week","or",29
"well","that",29
"went","back",29
"were","to",29
"who","has",29
"who","i",29
"will","go",29
"with","and",29
"wound","up",29
"you","had",29
"a","card",28
"a","counter",28
"a","large",28
"a","lifetime",28
"a","reason",28
"a","rock",28
"advantage","of",28
"and","an",28
"and","happy",28
"and","sometimes",28
"as","hell",28
"as","is",28
"as","possible",28
"as","this",28
"at","once",28
"best","to",28
"better","to",28
"book","club",28
"but","to",28
"cant","believe",28
"chance","to",28
"come","on",28
"congrats","on",28
"did","i",28
"do","is",28
"do","to",28
"down","in",28
"else","is",28
"even","then",28
"expected","to",28
"film","and",28
"for","being",28
"for","everyone",28
"for","themselves",28
"grocery","store",28
"haha","i",28
"half","of",28
"have","ever",28
"he","who",28
"hello","world",28
"him","the",28
"hot","as",28
"how","we",28
"i","grew",28
"i","wound",28
"if","were",28
"im","gonna",28
"in","la",28
"in","person",28
"in","school",28
"in","three",28
"in","touch",28
"information","and",28
"its","still",28
"job","done",28
"kids","are",28
"last","name",28
"lets","go",28
"like","im",28
"little","bit",28
"lol","this",28
"look","for",28
"luck","with",28
"makes","sense",28
"million","dollar",28
"more","like",28
"my","face",28
"my","grandma",28
"needs","a",28
"no","way",28
"not","been",28
"now","it",28
"now","with",28
"off","for",28
"old","and",28
"out","at",28
"out","that",28
"please","let",28
"put","them",28
"said","the",28
"says","he",28
"short","term",28
"shout","out",28
"so","important",28
"someone","who",28
"sought","out",28
"stick","to",28
"sunday","night",28
"ten","years",28
"th","and",28
"than","that",28
"that","its",28
"that","much",28
"that","night",28
"that","theyre",28
"the","current",28
"the","event",28
"the","family",28
"the","grocery",28
"the","issue",28
"the","job",28
"the","market",28
"the","sexy",28
"the","south",28
"the","thrust",28
"the","uk",28
"the","usa",28
"the","wild",28
"the","young",28
"theres","no",28
"thrust","phase",28
"to","beat",28
"to","care",28
"to","post",28
"tonight","is",28
"u","i",28
"up","before",28
"washington","dc",28
"ways","to",28
"will","never",28
"woman","in",28
"won","the",28
"you","but",28
"youll","have",28
"youll","love",28
"your","friends",28
"your","heart",28
"a","bunch",27
"a","movie",27
"a","number",27
"a","real",27
"a","single",27
"a","young",27
"all","your",27
"and","love",27
"and","me",27
"and","running",27
"and","who",27
"as","if",27
"baby","girl",27
"be","going",27
"be","here",27
"before","in",27
"believe","the",27
"can","and",27
"can","read",27
"can","take",27
"cannot","wait",27
"cause","i",27
"children","in",27
"congrats","to",27
"cook","until",27
"day","for",27
"deal","with",27
"did","my",27
"discovered","that",27
"feel","the",27
"felt","like",27
"filled","with",27
"for","tonight",27
"friends","are",27
"from","all",27
"fun","and",27
"funny","and",27
"happy","hour",27
"has","no",27
"have","all",27
"he","wants",27
"help","me",27
"his","class",27
"how","does",27
"how","it",27
"i","asked",27
"i","buy",27
"i","may",27
"i","watch",27
"if","any",27
"if","im",27
"impacts","would",27
"importance","of",27
"in","full",27
"in","some",27
"in","south",27
"in","time",27
"including","the",27
"its","been",27
"its","snowing",27
"know","he",27
"las","vegas",27
"last","month",27
"like","they",27
"me","as",27
"me","so",27
"me","you",27
"means","it",27
"missed","it",27
"mitigated","at",27
"my","hands",27
"need","for",27
"night","i",27
"not","being",27
"of","things",27
"oh","my",27
"one","else",27
"one","who",27
"or","in",27
"or","other",27
"our","friends",27
"out","loud",27
"over","a",27
"participatory","medicine",27
"please","contact",27
"please","do",27
"polymer","clay",27
"pull","the",27
"put","it",27
"ring","in",27
"role","of",27
"said","then",27
"scared","of",27
"see","how",27
"set","up",27
"shit","is",27
"shop","for",27
"should","go",27
"signed","up",27
"significant","impacts",27
"so","long",27
"so","proud",27
"someone","told",27
"sorry","everyone",27
"spent","a",27
"start","a",27
"story","of",27
"sure","the",27
"takes","a",27
"that","goes",27
"that","place",27
"the","delay",27
"the","design",27
"the","public",27
"the","university",27
"then","you",27
"thing","in",27
"thing","that",27
"think","so",27
"to","continue",27
"together","and",27
"took","me",27
"understand","a",27
"us","the",27
"us","we",27
"use","this",27
"very","good",27
"wait","till",27
"was","amazing",27
"watch","all",27
"who","loses",27
"will","i",27
"a","recent",26
"a","talk",26
"again","for",26
"also","i",26
"and","another",26
"and","finally",26
"and","should",26
"and","start",26
"april","fools",26
"at","every",26
"at","times",26
"attention","and",26
"attention","to",26
"been","working",26
"behind","the",26
"best","friends",26
"both","the",26
"but","thats",26
"call","you",26
"close","to",26
"commencement","will",26
"consent","agreement",26
"cough","sneeze",26
"days","in",26
"did","it",26
"do","an",26
"even","more",26
"every","other",26
"example","of",26
"fear","of",26
"for","best",26
"for","college",26
"gave","me",26
"goal","well",26
"great","but",26
"happen","to",26
"have","your",26
"he","can",26
"he","may",26
"his","way",26
"home","run",26
"how","many",26
"hunger","games",26
"i","realized",26
"i","take",26
"i","talked",26
"i","tried",26
"im","really",26
"important","to",26
"in","first",26
"in","line",26
"is","easier",26
"is","more",26
"is","taken",26
"is","true",26
"is","worse",26
"it","like",26
"it","too",26
"its","cold",26
"known","as",26
"last","week",26
"live","and",26
"looked","like",26
"love","for",26
"love","my",26
"makes","you",26
"makes","your",26
"me","what",26
"more","info",26
"much","better",26
"my","car",26
"my","coke",26
"need","any",26
"need","him",26
"night","the",26
"no","but",26
"of","groups",26
"on","monday",26
"once","the",26
"one","swing",26
"or","tomorrow",26
"our","primary",26
"out","our",26
"party","on",26
"party","this",26
"people","have",26
"point","that",26
"primary","goal",26
"quite","a",26
"really","good",26
"right","in",26
"rt","rt",26
"see","a",26
"seemed","to",26
"share","with",26
"she","knew",26
"shop","and",26
"shouldnt","have",26
"so","what",26
"tha","carter",26
"that","hes",26
"that","last",26
"that","time",26
"the","box",26
"the","five",26
"the","hospital",26
"the","importance",26
"the","music",26
"the","opposite",26
"the","pieces",26
"the","school",26
"the","situation",26
"the","spot",26
"the","state",26
"the","street",26
"the","wall",26
"there","and",26
"there","have",26
"this","would",26
"to","feel",26
"to","god",26
"to","notice",26
"to","these",26
"today","or",26
"too","and",26
"true","and",26
"true","i",26
"u","have",26
"up","all",26
"us","a",26
"use","to",26
"was","also",26
"was","always",26
"was","nothing",26
"we","got",26
"why","you",26
"with","other",26
"yea","yea",26
"yeah","but",26
"you","an",26
"you","use",26
"your","own",26
"a","box",25
"a","daughter",25
"a","heart",25
"a","walk",25
"adoption","of",25
"air","and",25
"amazing","night",25
"and","many",25
"answer","is",25
"apple","store",25
"are","also",25
"are","at",25
"are","those",25
"are","your",25
"asked","me",25
"be","completely",25
"be","honest",25
"be","pretty",25
"by","her",25
"came","to",25
"cant","find",25
"card","and",25
"come","and",25
"come","back",25
"come","by",25
"couldnt","be",25
"couple","hours",25
"do","a",25
"during","my",25
"enjoy","the",25
"events","in",25
"ever","be",25
"everything","is",25
"fan","of",25
"feel","free",25
"few","things",25
"follow","you",25
"game","is",25
"gets","to",25
"good","and",25
"good","im",25
"good","way",25
"had","her",25
"hate","it",25
"have","and",25
"hosted","by",25
"i","woke",25
"in","florida",25
"in","other",25
"is","almost",25
"is","always",25
"is","as",25
"is","leaving",25
"is","why",25
"just","love",25
"just","two",25
"knew","it",25
"know","someone",25
"last","post",25
"lead","me",25
"leaving","the",25
"live","on",25
"love","when",25
"made","for",25
"man","with",25
"me","about",25
"me","cry",25
"me","just",25
"me","of",25
"me","over",25
"meet","and",25
"michelle","l",25
"more","from",25
"more","to",25
"my","baby",25
"never","been",25
"new","website",25
"no","school",25
"not","find",25
"not","like",25
"not","very",25
"not","watch",25
"of","any",25
"of","life",25
"of","some",25
"off","your",25
"one","that",25
"other","than",25
"overwhelmed","with",25
"parents","and",25
"people","at",25
"plan","for",25
"post","i",25
"posting","about",25
"really","pretty",25
"relationship","between",25
"right","back",25
"rt","who",25
"said","he",25
"said","if",25
"said","to",25
"same","way",25
"san","diego",25
"saw","the",25
"she","quickly",25
"shut","up",25
"sleeping","at",25
"so","happy",25
"so","my",25
"some","serious",25
"sometimes","its",25
"take","some",25
"tells","me",25
"thankful","for",25
"that","many",25
"that","mean",25
"that","not",25
"thats","pretty",25
"the","american",25
"the","beginning",25
"the","drama",25
"the","field",25
"the","food",25
"the","heck",25
"the","problem",25
"the","rt",25
"the","season",25
"the","sky",25
"the","sports",25
"the","weekend",25
"the","winner",25
"the","work",25
"them","a",25
"them","with",25
"there","will",25
"those","days",25
"though","the",25
"to","agree",25
"to","offer",25
"to","promote",25
"to","so",25
"true","but",25
"turns","out",25
"u","want",25
"visit","the",25
"welcome","the",25
"what","kind",25
"when","and",25
"which","means",25
"worse","than",25
"yes","we",25
"you","about",25
"you","go",25
"you","there",25
"you","trying",25
"yourself","to",25
"a","beautiful",24
"a","feeling",24
"a","growing",24
"a","hammer",24
"a","more",24
"a","sample",24
"a","secret",24
"a","sign",24
"again","i",24
"always","wanting",24
